"92","81","1289","2006-09-23 18:59:42"
"93","80","1154","2007-06-02 09:33:47"
"94","30","641","2021-05-20 04:48:57"
"95","94","226","1994-03-03 07:21:02"
"96","12","728","2003-07-28 13:02:39"
"97","16","426","2002-04-03 02:25:57"
"98","50","871","1996-05-02 22:32:25"
"99","72","473","1977-04-04 22:47:44"
"100","84","1882","1993-09-08 00:12:06"
"101","50","1730","2014-12-04 22:22:57"
"102","3","1824","2007-06-07 21:53:05"
"103","9","472","2017-12-30 14:08:59"
"104","43","1920","1983-11-20 20:36:10"
"105","84","1998","1990-04-28 23:36:21"
"106","67","1384","2004-07-04 10:06:42"
"107","84","693","1977-04-12 02:59:03"
"108","58","636","2014-03-05 06:11:07"
"109","14","736","2014-01-08 14:16:22"
"110","1","266","2010-12-13 13:12:16"
"111","50","79","1997-03-01 08:52:40"
"112","33","1073","1996-05-29 02:01:32"
"113","97","1634","1981-07-31 22:41:44"
"114","60","1240","2010-05-14 07:55:19"
"115","0","1323","1980-05-16 09:44:44"
"116","17","1756","1997-01-19 20:15:00"
"117","21","235","1999-07-01 16:47:09"
"118","90","429","2019-07-04 01:07:14"
"119","81","1995","2021-05-15 17:51:10"
"120","9","726","1999-01-30 07:56:45"
"121","37","697","1987-10-08 16:22:28"
"122","88","1652","2006-03-11 18:19:05"
"123","59","1879","1970-04-26 22:34:40"
"124","98","1861","1970-06-04 13:20:48"
"125","45","1164","1975-07-24 08:19:15"
"126","75","217","2014-04-17 00:48:25"
"127","4","271","2013-03-15 06:05:19"
"128","21","641","1984-03-03 10:34:53"
"129","33","212","1990-02-16 19:17:31"
"130","92","671","2021-04-07 15:29:13"
"131","31","1003","1976-12-01 19:25:43"
"132","14","490","1977-11-09 22:23:40"
"133","47","404","1988-12-10 16:55:19"
"134","49","1347","1971-11-26 15:55:09"
"135","8","1398","1975-06-30 20:21:07"
"136","18","782","1973-08-20 17:21:29"
"137","57","1624","1972-09-09 15:26:09"
"138","2","1372","1977-01-16 09:58:15"
"139","95","780","1990-07-26 14:30:30"
"140","2","759","1984-05-29 07:52:38"
"141","9","873","1999-08-11 14:20:36"
"142","43","269","1976-12-03 09:23:50"
"143","51","1259","1986-03-05 08:06:58"
"144","2","1214","1975-07-14 01:20:10"
"145","33","1915","1970-09-26 11:19:31"
"146","15","1420","2022-03-20 17:59:06"
"147","45","819","1979-09-20 22:26:13"
"148","83","1451","2016-12-13 19:58:46"
"149","33","292","2010-01-18 01:03:31"
"150","51","702","2000-04-15 02:00:31"
"151","58","1501","1999-04-02 17:33:56"
"152","33","98","2000-10-15 00:35:13"
"153","44","126","1989-12-21 05:56:27"
"154","58","942","1977-03-02 18:40:07"
"155","70","1931","1972-11-01 14:44:26"
"156","14","1044","1993-11-03 15:25:35"
"157","81","1743","2007-12-22 20:08:20"
"158","45","600","2019-11-10 00:21:48"
"159","71","835","2006-02-22 11:48:53"
"160","48","614","1996-05-06 23:47:01"
"161","81","1761","2011-01-05 05:02:03"
"162","30","1004","2002-08-13 03:05:54"
"163","92","1802","1974-07-16 23:29:21"
"164","30","1199","2001-12-23 18:05:50"
"165","2","1606","2012-08-03 10:55:09"
"166","54","756","2017-03-10 16:28:59"
"167","36","707","2017-12-15 15:37:58"
"168","87","296","2013-09-02 18:06:21"
"169","82","467","1988-12-09 08:52:33"
"170","91","702","2020-12-06 20:11:26"
"171","97","354","1972-01-22 01:27:52"
"172","32","1259","1970-11-14 03:14:47"
"173","50","1360","2005-01-26 09:40:48"
"174","55","773","1974-03-21 15:42:26"
"175","36","754","2003-11-05 11:18:07"
"176","36","1120","1977-06-26 01:19:39"
"177","19","1042","1973-01-24 06:44:03"
"178","99","429","1976-07-23 11:39:47"
"179","58","1170","1971-02-23 06:09:21"
"180","85","1314","2021-08-21 03:21:24"
"181","87","468","2015-12-09 09:22:35"
"182","78","792","1992-09-06 12:45:22"
"183","74","1073","1978-07-06 01:22:30"
"184","97","590","2022-07-10 00:12:35"
"185","79","821","2008-10-23 07:43:59"
"186","21","1465","1973-06-06 16:42:50"
"187","44","1597","2016-08-28 04:52:58"
"188","97","1764","2012-09-30 07:30:02"
"189","92","1879","1994-03-02 05:04:13"
"190","35","1089","1980-05-24 05:59:55"
"191","90","341","1985-04-29 03:34:36"
"192","31","333","1971-08-24 01:37:32"
"193","76","459","1989-10-08 21:29:48"
"194","31","665","2003-07-27 17:42:45"
"195","95","1422","2018-07-08 11:47:04"
"196","94","167","1977-02-02 15:10:25"
"197","46","1380","2006-09-25 03:05:19"
"198","52","1235","1974-09-24 19:12:24"
"199","87","1286","2011-11-09 07:08:07"
"200","94","1920","2014-03-02 10:33:07"
"201","77","571","1973-11-27 04:07:23"
"202","83","1149","1987-07-13 08:31:57"
"203","77","185","2018-11-16 16:52:36"
"204","17","922","1973-09-12 13:05:28"
"205","24","1272","2006-03-25 14:49:01"
"206","66","1541","2012-06-19 23:52:52"
"207","62","1866","2021-09-25 05:22:51"
"208","13","1130","1987-11-13 03:01:14"
"209","1","1587","2002-04-19 14:17:55"
"210","83","637","1987-02-26 08:27:05"
"211","27","1789","2005-05-29 09:11:40"
"212","81","1851","2009-03-09 04:22:22"
"213","53","1239","2002-02-15 19:35:02"
"214","53","1899","2009-06-04 14:30:30"
"215","93","356","2006-07-27 09:44:41"
"216","27","217","1978-01-14 02:33:40"
"217","65","592","1992-11-15 03:41:15"
"218","49","1470","1990-07-28 23:59:36"
"219","65","916","2000-12-18 02:09:17"
"220","19","1493","2013-10-15 13:45:36"
"221","4","1218","2016-04-02 14:44:31"
"222","22","1099","2020-12-11 17:48:15"
"223","46","1949","2003-09-25 02:33:12"
"224","25","36","2000-09-15 06:27:13"
"225","6","767","2019-01-27 22:22:50"
"226","40","1887","2020-11-16 02:41:58"
"227","70","1244","1979-04-14 23:58:39"
"228","4","1036","1977-11-05 13:25:23"
"229","92","947","1985-02-01 09:37:09"
"230","64","1026","1996-05-11 13:19:30"
"231","20","1153","2003-07-09 09:16:16"
"232","34","1551","1976-04-09 04:05:07"
"233","5","983","1999-11-26 02:02:34"
"234","99","1939","2014-07-13 00:18:05"
"235","90","1965","2019-08-22 21:25:23"
"236","53","589","2018-07-13 17:50:07"
"237","37","1514","1980-02-15 14:19:08"
"238","18","824","1976-07-06 13:10:54"
"239","70","450","2009-11-14 08:38:51"
"240","81","0","2014-06-21 06:09:46"
"241","3","1152","1978-11-15 04:13:28"
"242","63","704","1990-12-22 16:00:14"
"243","3","1121","2022-07-08 09:52:31"
"244","60","1431","1980-11-29 20:42:32"
"245","22","1063","2012-10-04 00:50:05"
"246","13","227","2005-10-06 22:33:53"
"247","38","1236","1999-01-23 00:06:29"
"248","99","1818","1998-05-10 21:25:30"
"249","39","413","1975-01-25 05:10:49"
"250","95","1259","2008-08-15 17:01:38"
"251","26","527","2003-12-29 04:39:17"
"252","2","352","1981-03-28 11:55:18"
"253","9","1088","2003-04-24 11:02:02"
"254","80","1411","1988-10-20 22:04:14"
"255","63","433","2014-04-10 01:44:54"
"256","24","1473","2009-08-02 00:08:15"
"257","87","610","1971-11-19 11:26:51"
"258","51","1619","1985-12-14 20:49:37"
"259","82","276","2019-02-02 05:56:14"
"260","22","224","2014-06-11 20:02:42"
"261","64","310","2012-09-24 19:38:16"
"262","5","756","2016-05-18 14:49:07"
"263","81","426","1988-03-24 18:42:05"
"264","12","1362","1997-02-02 10:38:10"
"265","3","838","1991-05-09 21:17:11"
"266","13","1411","1992-05-23 12:09:48"
"267","56","1499","2017-09-30 07:02:42"
"268","96","1899","1997-07-06 21:00:04"
"269","82","1236","2018-01-15 15:07:57"
"270","9","1362","1991-11-10 07:58:53"
"271","11","736","1992-04-10 11:11:03"
"272","83","1849","1990-10-08 14:00:58"
"273","40","994","1987-03-15 19:59:07"
"274","5","819","2010-10-25 04:48:44"
"275","11","1367","1998-05-19 18:20:19"
"276","76","1276","1997-10-12 17:37:26"
"277","67","714","2003-12-01 16:47:55"
"278","77","1431","1990-12-08 02:14:03"
"279","23","1683","2017-12-30 03:57:38"
"280","76","525","2006-12-01 23:42:05"
"281","54","445","1981-06-13 08:11:01"
"282","97","990","2017-07-30 19:56:37"
"283","49","406","1988-10-19 18:47:51"
"284","41","1562","1979-07-17 15:53:45"
"285","23","292","1974-02-11 01:16:13"
"286","13","1082","1974-10-05 13:48:06"
"287","66","1914","2021-10-26 00:05:00"
"288","44","1445","2017-11-01 05:03:07"
"289","26","1197","1999-10-01 11:03:49"
"290","27","1383","2007-04-11 16:29:51"
"291","62","898","1987-10-04 05:19:16"
"292","4","1465","1992-09-21 19:54:06"
"293","86","473","1987-09-16 15:08:10"
"294","72","467","2006-11-02 11:53:40"
"295","9","1091","1996-03-26 05:41:42"
"296","64","1324","1987-02-08 22:17:51"
"297","84","1789","1977-06-09 02:42:23"
"298","24","1116","1994-01-14 21:02:00"
"299","10","356","1982-02-01 19:23:41"
"300","49","1849","2021-06-01 22:55:02"
"301","13","1251","2007-09-10 16:49:04"
"302","52","1891","2000-12-07 01:02:04"
"303","18","1836","1970-03-05 22:45:41"
"304","22","146","1999-03-02 10:29:28"
"305","28","1039","1975-11-16 08:12:47"
"306","34","800","1973-02-01 05:56:08"
"307","80","240","2022-01-01 01:30:44"
"308","29","236","1984-05-04 21:39:21"
"309","40","1880","1987-05-18 05:16:08"
"310","17","1590","2019-09-18 08:39:09"
"311","61","1318","1972-12-05 19:37:00"
"312","8","1849","1978-09-26 13:19:28"
"313","16","854","1974-02-19 13:34:52"
"314","77","1220","2012-10-17 06:14:59"
"315","20","1408","2014-04-09 21:25:03"
"316","62","1764","2001-01-25 11:07:06"
"317","85","1369","2020-06-25 11:21:30"
"318","17","1023","2021-01-05 18:25:03"
"319","39","449","2000-03-26 15:08:37"
"320","77","167","2013-05-12 08:58:00"
"321","22","475","1999-04-26 15:42:10"
"322","6","1175","1989-01-17 16:50:26"
"323","83","341","1984-05-19 20:30:17"
"324","86","463","1987-06-03 04:39:15"
"325","31","891","1975-09-29 09:57:07"
"326","93","1966","1980-09-20 13:53:22"
"327","95","300","1987-11-22 11:52:55"
"328","23","1861","2008-07-10 07:21:40"
"329","47","1142","2016-10-25 06:11:04"
"330","97","407","1989-07-03 23:52:56"
"331","70","1610","2001-04-29 06:35:13"
"332","38","1599","2011-09-28 17:19:32"
"333","80","1731","2021-04-10 00:18:59"
"334","38","679","2004-07-27 22:59:57"
"335","50","201","1992-06-04 19:31:38"
"336","77","1470","1996-02-11 06:09:08"
"337","29","1597","2022-02-10 08:44:00"
"338","84","1574","1980-05-17 21:40:53"
"339","15","1174","2009-12-02 13:53:41"
"340","62","1096","2008-10-15 08:42:26"
"341","41","1791","2013-11-13 00:05:38"
"342","86","1274","1977-08-29 02:45:14"
"343","20","1744","1982-04-18 02:54:55"
"344","31","1730","2010-08-07 07:52:13"
"345","98","198","1985-01-02 01:26:56"
"346","44","393","2006-07-03 20:52:24"
"347","10","1265","1993-09-13 05:12:06"
"348","32","1823","1992-07-05 09:56:53"
"349","43","1927","1973-01-19 22:38:20"
"350","23","1923","1975-04-15 15:48:07"
"351","58","18","1971-12-21 17:07:56"
"352","32","1248","1993-01-09 03:27:11"
"353","10","352","1973-01-04 12:34:53"
"354","52","1218","2014-07-10 05:36:55"
"355","61","373","2008-06-07 20:35:00"
"356","29","1618","1973-07-31 08:27:18"
"357","62","440","1995-05-30 05:28:51"
"358","28","1860","2017-08-31 18:57:41"
"359","53","555","1970-12-23 17:56:11"
"360","98","526","1980-02-20 05:25:57"
"361","64","341","1975-06-26 07:43:56"
"362","0","1197","1990-08-23 07:20:59"
"363","24","1219","1987-04-10 21:35:32"
"364","88","559","1992-07-06 18:04:03"
"365","47","1331","2014-06-11 23:53:06"
"366","49","669","2011-09-10 13:41:00"
"367","35","579","2005-04-04 23:17:57"
"368","78","949","1991-11-08 05:40:56"
"369","49","1914","1973-02-17 16:38:15"
"370","20","170","1972-11-25 23:30:44"
"371","10","1545","1991-01-12 05:52:31"
"372","23","491","2022-03-20 08:56:07"
"373","33","1562","1974-07-06 03:33:34"
"374","0","862","2017-09-30 21:08:02"
"375","9","1283","1982-12-14 12:19:59"
"376","19","1818","2008-10-27 19:57:24"
"377","37","1394","2010-01-13 12:18:56"
"378","41","592","1992-02-29 02:48:05"
"379","97","636","1986-08-17 02:26:59"
"380","7","555","2007-05-13 13:42:46"
"381","6","1774","1974-11-23 08:43:19"
"382","34","1806","2009-07-04 09:16:52"
"383","12","486","2005-12-03 01:09:09"
"384","34","1268","1975-08-23 15:49:45"
"385","23","1656","1992-06-26 07:45:56"
"386","62","721","1988-05-06 16:35:20"
"387","35","1425","1997-06-14 04:54:01"
"388","57","221","1998-07-23 17:06:12"
"389","64","1005","1982-03-18 16:39:35"
"390","14","1211","2018-04-01 08:26:44"
"391","95","782","1971-04-10 13:28:11"
"392","32","165","1980-03-21 15:18:23"
"393","56","451","1989-02-07 20:55:05"
"394","31","72","2000-11-20 20:31:59"
"395","34","1944","1982-11-16 08:27:24"
"396","13","922","2004-02-01 13:56:48"
"397","40","1096","1999-11-02 03:36:24"
"398","23","873","2003-04-03 19:44:12"
"399","98","261","1989-01-18 02:06:02"
"400","73","934","2015-05-27 11:19:17"
"401","87","393","2001-05-25 22:37:15"
"402","50","1647","2014-04-21 19:23:44"
"403","90","1563","2010-07-18 06:34:17"
"404","49","669","1985-05-26 11:34:29"
"405","16","1384","1988-03-23 07:19:50"
"406","81","988","2017-09-06 06:28:48"
"407","14","1036","1978-11-21 10:23:50"
"408","79","1320","2003-12-24 07:03:36"
"409","79","43","2014-10-09 12:20:44"
"410","74","669","2005-05-28 01:07:16"
"411","4","782","1979-12-17 00:07:36"
"412","23","1315","1979-04-29 10:30:12"
"413","1","222","2007-09-18 18:28:50"
"414","98","814","1988-03-08 22:46:48"
"415","23","660","1970-09-29 21:28:49"
"416","83","109","2017-08-02 12:09:15"
"417","20","765","2000-10-04 13:40:54"
"418","85","571","1972-03-03 19:35:02"
"419","6","1620","1976-09-27 14:08:37"
"420","89","1079","2012-07-24 03:15:50"
"421","34","136","1997-06-25 17:58:53"
"422","90","431","1994-12-28 17:39:41"
"423","33","148","2017-08-02 07:23:00"
"424","59","1370","1980-12-20 10:00:32"
"425","93","355","1985-11-05 19:53:14"
"426","56","1975","1982-07-02 21:37:09"
"427","41","1471","1974-06-01 23:05:43"
"428","57","736","1981-11-05 01:21:03"
"429","50","684","1985-11-09 13:48:50"
"430","58","431","2020-02-20 21:51:39"
"431","10","1153","1972-11-22 21:23:27"
"432","98","471","1977-10-05 03:08:30"
"433","63","983","1985-07-30 04:43:55"
"434","17","1678","2007-08-28 04:16:25"
"435","38","1106","2016-06-20 19:32:08"
"436","64","1756","2008-05-11 20:17:05"
"437","22","1299","1982-04-06 13:20:07"
"438","96","1286","1986-03-30 14:19:48"
"439","38","1372","1990-11-25 22:27:56"
"440","4","767","2006-02-25 07:57:46"
"441","94","486","1979-04-04 14:30:45"
"442","1","302","1978-09-15 04:39:45"
"443","75","136","1989-10-17 21:23:17"
"444","87","1189","1994-06-08 20:12:23"
"445","54","1104","1994-06-24 06:56:12"
"446","84","869","2021-10-14 15:52:31"
"447","47","467","2001-06-15 18:58:08"
"448","46","663","1979-12-11 21:50:23"
"449","6","802","2003-10-03 06:49:23"
"450","72","391","1970-11-21 10:41:18"
"451","85","422","2005-09-09 01:56:57"
"452","63","224","2007-03-08 22:14:02"
"453","87","354","1995-08-05 22:07:25"
"454","57","704","2020-08-04 08:07:31"
"455","90","151","1976-05-04 16:31:53"
"456","8","1499","2009-03-21 12:52:38"
"457","90","1174","1989-07-14 08:31:15"
"458","60","352","1976-11-20 03:47:05"
"459","36","1296","1973-12-09 03:52:47"
"460","66","1385","2011-11-27 15:15:48"
"461","16","1998","2011-06-22 07:07:38"
"462","95","259","1970-03-06 04:04:16"
"463","32","257","1992-05-23 00:52:14"
"464","87","1852","2015-12-07 03:40:11"
"465","11","1406","1980-06-25 04:09:36"
"466","45","1300","2013-09-09 03:27:37"
"467","96","407","1997-05-14 20:09:14"
"468","53","1965","2012-01-14 14:08:03"
"469","13","1722","1977-12-10 05:05:52"
"470","99","1656","2019-02-06 22:36:05"
"471","90","1673","1976-03-18 12:06:01"
"472","7","397","2018-08-10 23:44:48"
"473","16","940","2018-12-28 11:41:09"
"474","90","614","2019-05-14 06:23:07"
"475","60","1473","1980-11-17 13:01:37"
"476","93","905","1981-12-02 02:11:49"
"477","37","440","1998-05-03 00:00:31"
"478","23","146","1998-02-13 09:05:36"
"479","94","703","1981-05-26 02:07:25"
"480","54","1847","2019-01-22 07:11:09"
"481","5","1662","2002-01-26 19:47:48"
"482","15","202","1982-10-15 07:43:26"
"483","46","1283","1995-12-18 16:26:21"
"484","54","66","2011-02-04 17:02:32"
"485","21","356","2001-03-24 14:15:09"
"486","51","1758","1977-08-19 02:22:00"
"487","9","1240","1989-09-03 19:50:29"
"488","33","1255","1989-09-16 01:52:41"
"489","44","389","1998-10-15 06:38:33"
"490","38","1251","1972-06-13 02:41:21"
"491","37","754","2014-03-04 14:51:36"
"492","45","489","2010-08-02 16:14:15"
"493","10","797","1999-08-21 14:49:23"
"494","95","1120","2015-06-16 01:36:00"
"495","86","1872","2013-11-01 22:17:52"
"496","45","406","1980-04-17 05:15:40"
"497","10","1395","1984-09-03 00:18:08"
"498","15","1046","2002-01-18 09:47:44"
"499","18","1053","1985-12-07 05:09:48"
"500","40","1360","1979-09-19 11:56:38"
"501","74","1150","2005-07-30 16:51:34"
"502","56","1385","1991-04-01 23:15:56"
"503","7","857","2004-06-15 22:09:33"
"504","57","1969","1997-01-16 12:51:07"
"505","83","620","1975-03-04 09:24:19"
"506","24","382","2004-06-22 11:33:08"
"507","50","1013","1979-10-16 19:10:22"
"508","84","1767","1978-08-03 19:25:15"
"509","80","1646","2004-07-24 01:02:43"
"510","83","1811","2009-08-20 14:15:30"
"511","75","1541","2015-05-24 22:15:08"
"512","5","1846","2015-01-28 18:09:28"
"513","21","1552","2016-08-13 13:55:23"
"514","72","102","2003-08-15 19:05:24"
"515","15","1408","1994-07-26 14:27:50"
"516","10","495","2021-10-28 04:27:51"
"517","46","1369","2013-12-12 06:12:20"
"518","16","1359","1975-08-07 00:04:06"
"519","62","1369","2011-02-03 11:38:38"
"520","53","1670","1973-05-15 06:07:17"
"521","90","1874","2006-09-04 10:14:29"
"522","46","1997","1982-08-19 08:10:19"
"523","16","833","2008-08-07 03:20:21"
"524","9","1588","2016-09-26 22:42:28"
"525","66","928","1988-02-16 18:15:26"
"526","13","762","1975-01-14 12:11:00"
"527","19","862","2003-12-21 09:11:42"
"528","39","1833","2021-03-06 18:48:27"
"529","22","639","1976-11-14 02:52:25"
"530","50","1473","1972-06-05 13:08:29"
"531","62","1898","1998-05-30 09:31:14"
"532","28","1866","2019-03-18 15:23:49"
"533","48","584","2008-02-06 21:09:26"
"534","16","1971","1972-08-28 15:56:09"
"535","49","592","1979-03-19 12:19:32"
"536","38","1944","1992-09-22 01:08:49"
"537","75","1391","1998-08-25 05:38:34"
"538","97","1120","2001-04-08 05:58:51"
"539","44","1513","2004-02-11 03:01:18"
"540","58","1214","1994-06-06 01:53:18"
"541","22","726","1979-09-04 08:13:21"
"542","52","174","1982-10-06 14:25:10"
"543","35","89","2016-08-24 21:14:04"
"544","73","364","2022-02-28 08:24:53"
"545","34","276","1998-02-11 15:08:02"
"546","26","1795","2013-10-18 01:26:40"
"547","68","1985","1981-10-05 17:51:45"
"548","76","907","1992-03-06 01:34:31"
"549","12","451","1988-03-17 11:57:35"
"550","15","1260","1987-02-26 06:31:15"
"551","64","450","2017-02-09 17:54:50"
"552","24","1429","1970-10-31 03:54:15"
"553","4","431","2018-12-26 22:42:46"
"554","53","593","2012-12-05 09:04:18"
"555","23","570","2008-05-12 17:38:54"
"556","19","940","2016-02-02 03:05:53"
"557","83","758","1983-08-21 16:27:58"
"558","83","762","1996-03-11 10:32:33"
"559","34","1082","1992-07-11 06:48:00"
"560","87","1662","1995-08-16 20:47:49"
"561","28","865","1986-11-18 18:00:31"
"562","79","289","2001-06-24 02:11:08"
"563","37","1088","2007-07-22 11:32:00"
"564","97","422","1993-01-13 11:40:48"
"565","28","1879","1987-10-02 18:34:23"
"566","28","747","2001-03-28 02:42:53"
"567","76","719","2009-11-14 10:13:43"
"568","78","837","1973-02-21 20:34:57"
"569","33","1828","1992-11-03 00:52:20"
"570","57","1330","2005-10-10 16:43:05"
"571","8","928","1989-12-29 22:34:34"
"572","71","1053","2010-08-01 14:51:41"
"573","96","759","1993-11-21 07:55:28"
"574","96","1812","1980-11-24 05:59:03"
"575","74","1261","2009-02-12 13:01:04"
"576","56","641","2011-11-05 13:22:13"
"577","14","1977","1971-12-21 10:08:28"
"578","43","574","2018-05-21 05:17:17"
"579","50","1126","1986-05-22 22:22:08"
"580","60","461","1986-06-13 15:56:58"
"581","49","1326","2006-10-02 00:43:58"
"582","32","1071","1996-06-21 10:59:05"
"583","27","1899","2017-11-10 00:32:25"
"584","69","1456","1977-05-06 05:58:36"
"585","54","505","1987-04-25 11:33:13"
"586","3","615","1997-07-29 01:04:48"
"587","52","719","1976-11-05 18:16:06"
"588","67","832","2007-01-20 01:53:05"
"589","41","1130","1992-10-12 08:43:23"
"590","73","1013","2015-10-14 12:48:36"
"591","43","1014","1983-04-26 22:42:29"
"592","23","1572","2012-04-28 20:15:45"
"593","1","1187","2002-04-04 08:21:07"
"594","50","594","1990-06-01 06:11:01"
"595","8","227","1984-01-04 16:59:21"
"596","74","559","1987-10-06 10:45:20"
"597","45","1175","1973-06-21 13:28:39"
"598","94","1420","1990-08-30 17:39:24"
"599","2","1638","1973-03-17 09:44:00"
"600","67","815","1997-04-08 03:46:50"
"601","24","1046","1982-06-24 06:12:19"
"602","20","802","2015-03-10 17:16:02"
"603","67","174","1990-06-15 10:43:31"
"604","15","355","2000-07-23 07:58:07"
"605","3","838","2001-08-20 01:48:35"
"606","55","800","1971-01-13 04:06:06"
"607","89","808","1977-06-12 18:19:28"
"608","48","432","2008-08-28 19:21:43"
"609","37","585","2000-08-10 16:51:36"
"610","57","1468","1973-03-24 21:01:09"
"611","62","37","1989-05-25 18:12:24"
"612","77","322","2020-08-17 23:26:48"
"613","59","656","2016-12-21 21:07:32"
"614","28","659","1982-03-08 07:03:14"
"615","7","65","1998-05-16 21:06:19"
"616","52","1808","1981-11-12 04:49:15"
"617","85","1018","2020-12-06 18:22:04"
"618","69","300","1972-07-18 03:56:01"
"619","89","1283","2015-02-06 12:00:31"
"620","61","1198","1970-01-01 08:45:05"
"621","41","1326","1974-04-28 20:41:01"
"622","80","736","2007-05-05 18:53:01"
"623","25","134","2008-08-12 09:36:31"
"624","99","1587","2019-09-28 14:48:53"
"625","76","782","1990-01-12 05:19:52"
"626","83","216","2021-11-22 13:48:47"
"627","65","1993","1986-02-18 19:11:37"
"628","91","1950","1986-06-09 22:18:59"
"629","74","1625","1970-07-19 09:28:31"
"630","40","72","1989-03-07 18:41:21"
"631","10","589","1991-09-06 09:55:03"
"632","11","1282","1972-09-03 21:31:44"
"633","75","1758","1977-09-06 16:22:23"
"634","52","983","2005-04-18 15:18:57"
"635","27","304","2002-12-05 04:10:15"
"636","27","624","2020-03-01 21:48:55"
"637","66","435","1998-12-10 19:57:25"
"638","59","1772","2006-06-28 17:46:06"
"639","92","1603","2008-11-14 17:29:37"
"640","17","1053","2013-05-10 20:18:28"
"641","85","259","2008-11-11 13:33:54"
"642","51","844","2005-11-02 23:22:09"
"643","77","1121","1996-11-22 07:47:53"
"644","12","422","1988-12-22 16:47:35"
"645","12","527","1979-08-01 17:40:49"
"646","91","506","2012-12-22 12:58:48"
"647","31","538","1990-07-06 18:46:46"
"648","66","1276","1979-07-31 11:15:56"
"649","66","1078","2006-01-29 13:52:21"
